Product Key,Product Code,Category Key,Product Category,Product Subcategory,Product Name,Product Cost,Product Colour,Product Size,Product Line,Product Class,Product Model,Product Description,Product Date,Product Status
184,RM-R600,NULL,NULL,NULL,ML Road Rim,NULL,NA,NULL,NULL,"M ",NULL,NULL,2015-07-01 00:00:00.000,Current
185,RM-R800,NULL,NULL,NULL,HL Road Rim,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
186,RM-T801,NULL,NULL,NULL,Touring Rim,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
187,SA-M198,NULL,NULL,NULL,LL Mountain Seat Assembly,NULL,NA,NULL,NULL,"L ",NULL,NULL,2015-07-01 00:00:00.000,Current
188,SA-M237,NULL,NULL,NULL,ML Mountain Seat Assembly,NULL,NA,NULL,NULL,"M ",NULL,NULL,2015-07-01 00:00:00.000,Current
189,SA-M687,NULL,NULL,NULL,HL Mountain Seat Assembly,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
190,SA-R127,NULL,NULL,NULL,LL Road Seat Assembly,NULL,NA,NULL,NULL,"L ",NULL,NULL,2015-07-01 00:00:00.000,Current
191,SA-R430,NULL,NULL,NULL,ML Road Seat Assembly,NULL,NA,NULL,NULL,"M ",NULL,NULL,2015-07-01 00:00:00.000,Current
192,SA-R522,NULL,NULL,NULL,HL Road Seat Assembly,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
193,SA-T467,NULL,NULL,NULL,LL Touring Seat Assembly,NULL,NA,NULL,NULL,"L ",NULL,NULL,2015-07-01 00:00:00.000,Current
194,SA-T612,NULL,NULL,NULL,ML Touring Seat Assembly,NULL,NA,NULL,NULL,"M ",NULL,NULL,2015-07-01 00:00:00.000,Current
195,SA-T872,NULL,NULL,NULL,HL Touring Seat Assembly,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
196,SD-2342,NULL,NULL,NULL,LL Spindle/Axle,NULL,NA,NULL,NULL,"L ",NULL,NULL,2015-07-01 00:00:00.000,Current
197,SD-9872,NULL,NULL,NULL,HL Spindle/Axle,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
198,SH-4562,NULL,NULL,NULL,LL Shell,NULL,NA,NULL,NULL,"L ",NULL,NULL,2015-07-01 00:00:00.000,Current
199,SH-9312,NULL,NULL,NULL,HL Shell,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
200,SK-9283,NULL,NULL,NULL,Spokes,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
201,SL-0931,NULL,NULL,NULL,Seat Lug,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
202,SM-9087,NULL,NULL,NULL,Stem,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
203,SP-2981,NULL,NULL,NULL,Seat Post,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
204,SR-2098,NULL,NULL,NULL,Steerer,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
205,SS-2985,NULL,NULL,NULL,Seat Stays,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
206,ST-9828,NULL,NULL,NULL,Seat Tube,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
207,TO-2301,NULL,NULL,NULL,Top Tube,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
208,TP-0923,NULL,NULL,NULL,Tension Pulley,NULL,NA,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
209,RC-0291,NULL,NULL,NULL,Rear Derailleur Cage,NULL,Silver,NULL,NULL,NULL,NULL,NULL,2015-07-01 00:00:00.000,Current
210,FR-R92B-58,14,Components,Road Frames,"HL Road Frame - Black, 58",NULL,Black,58,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2015-07-01 00:00:00.000,Current
211,FR-R92R-58,14,Components,Road Frames,"HL Road Frame - Red, 58",NULL,Red,58,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2015-07-01 00:00:00.000,Current
212,HL-U509-R,31,Accessories,Helmets,"Sport-100 Helmet, Red",12.0278,Red,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2023-07-01 00:00:00.000,NULL
213,HL-U509-R,31,Accessories,Helmets,"Sport-100 Helmet, Red",13.8782,Red,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2024-07-01 00:00:00.000,NULL
214,HL-U509-R,31,Accessories,Helmets,"Sport-100 Helmet, Red",13.0863,Red,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2025-07-01 00:00:00.000,Current
215,HL-U509,31,Accessories,Helmets,"Sport-100 Helmet, Black",12.0278,Black,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2023-07-01 00:00:00.000,NULL
216,HL-U509,31,Accessories,Helmets,"Sport-100 Helmet, Black",13.8782,Black,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2024-07-01 00:00:00.000,NULL
217,HL-U509,31,Accessories,Helmets,"Sport-100 Helmet, Black",13.0863,Black,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2025-07-01 00:00:00.000,Current
218,SO-B909-M,23,Clothing,Socks,"Mountain Bike Socks, M",3.3963,White,M,"M ",NULL,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2023-07-01 00:00:00.000,NULL
219,SO-B909-L,23,Clothing,Socks,"Mountain Bike Socks, L",3.3963,White,L,"M ",NULL,Mountain Bike Socks,Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,2023-07-01 00:00:00.000,NULL
220,HL-U509-B,31,Accessories,Helmets,"Sport-100 Helmet, Blue",12.0278,Blue,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2023-07-01 00:00:00.000,NULL
221,HL-U509-B,31,Accessories,Helmets,"Sport-100 Helmet, Blue",13.8782,Blue,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2024-07-01 00:00:00.000,NULL
222,HL-U509-B,31,Accessories,Helmets,"Sport-100 Helmet, Blue",13.0863,Blue,NULL,"S ",NULL,Sport-100,"Universal fit, well-vented, lightweight , snap-on visor.",2025-07-01 00:00:00.000,Current
223,CA-1098,19,Clothing,Caps,AWC Logo Cap,5.7052,Multi,NULL,"S ",NULL,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2023-07-01 00:00:00.000,NULL
224,CA-1098,19,Clothing,Caps,AWC Logo Cap,5.2297,Multi,NULL,"S ",NULL,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2024-07-01 00:00:00.000,NULL
225,CA-1098,19,Clothing,Caps,AWC Logo Cap,6.9223,Multi,NULL,"S ",NULL,Cycling Cap,Traditional style with a flip-up brim; one-size fits all.,2025-07-01 00:00:00.000,Current
226,LJ-0192-S,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",31.7244,Multi,S,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2023-07-01 00:00:00.000,NULL
227,LJ-0192-S,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",29.0807,Multi,S,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2024-07-01 00:00:00.000,NULL
228,LJ-0192-S,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",38.4923,Multi,S,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2025-07-01 00:00:00.000,Current
229,LJ-0192-M,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",31.7244,Multi,M,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2023-07-01 00:00:00.000,NULL
230,LJ-0192-M,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",29.0807,Multi,M,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2024-07-01 00:00:00.000,NULL
231,LJ-0192-M,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",38.4923,Multi,M,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2025-07-01 00:00:00.000,Current
232,LJ-0192-L,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",31.7244,Multi,L,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2023-07-01 00:00:00.000,NULL
233,LJ-0192-L,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",29.0807,Multi,L,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2024-07-01 00:00:00.000,NULL
234,LJ-0192-L,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",38.4923,Multi,L,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2025-07-01 00:00:00.000,Current
235,LJ-0192-X,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",31.7244,Multi,XL,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2023-07-01 00:00:00.000,NULL
236,LJ-0192-X,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",29.0807,Multi,XL,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2024-07-01 00:00:00.000,NULL
237,LJ-0192-X,21,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",38.4923,Multi,XL,"S ",NULL,Long-Sleeve Logo Jersey,Unisex long-sleeve AWC logo microfiber cycling jersey,2025-07-01 00:00:00.000,Current
238,FR-R92R-62,14,Components,Road Frames,"HL Road Frame - Red, 62",747.9682,Red,62,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,NULL
239,FR-R92R-62,14,Components,Road Frames,"HL Road Frame - Red, 62",722.2568,Red,62,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2024-07-01 00:00:00.000,NULL
240,FR-R92R-62,14,Components,Road Frames,"HL Road Frame - Red, 62",868.6342,Red,62,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2025-07-01 00:00:00.000,Current
241,FR-R92R-44,14,Components,Road Frames,"HL Road Frame - Red, 44",747.9682,Red,44,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,NULL
242,FR-R92R-44,14,Components,Road Frames,"HL Road Frame - Red, 44",722.2568,Red,44,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2024-07-01 00:00:00.000,NULL
243,FR-R92R-44,14,Components,Road Frames,"HL Road Frame - Red, 44",868.6342,Red,44,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2025-07-01 00:00:00.000,Current
244,FR-R92R-48,14,Components,Road Frames,"HL Road Frame - Red, 48",747.9682,Red,48,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,NULL
245,FR-R92R-48,14,Components,Road Frames,"HL Road Frame - Red, 48",722.2568,Red,48,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2024-07-01 00:00:00.000,NULL
246,FR-R92R-48,14,Components,Road Frames,"HL Road Frame - Red, 48",868.6342,Red,48,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2025-07-01 00:00:00.000,Current
247,FR-R92R-52,14,Components,Road Frames,"HL Road Frame - Red, 52",747.9682,Red,52,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,NULL
248,FR-R92R-52,14,Components,Road Frames,"HL Road Frame - Red, 52",722.2568,Red,52,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2024-07-01 00:00:00.000,NULL
249,FR-R92R-52,14,Components,Road Frames,"HL Road Frame - Red, 52",868.6342,Red,52,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2025-07-01 00:00:00.000,Current
250,FR-R92R-56,14,Components,Road Frames,"HL Road Frame - Red, 56",747.9682,Red,56,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2023-07-01 00:00:00.000,NULL
251,FR-R92R-56,14,Components,Road Frames,"HL Road Frame - Red, 56",722.2568,Red,56,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2024-07-01 00:00:00.000,NULL
252,FR-R92R-56,14,Components,Road Frames,"HL Road Frame - Red, 56",868.6342,Red,56,"R ","H ",HL Road Frame,Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,2025-07-01 00:00:00.000,Current
253,FR-R38B-58,14,Components,Road Frames,"LL Road Frame - Black, 58",176.1997,Black,58,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
254,FR-R38B-58,14,Components,Road Frames,"LL Road Frame - Black, 58",170.1428,Black,58,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
255,FR-R38B-58,14,Components,Road Frames,"LL Road Frame - Black, 58",204.6251,Black,58,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
256,FR-R38B-60,14,Components,Road Frames,"LL Road Frame - Black, 60",176.1997,Black,60,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
257,FR-R38B-60,14,Components,Road Frames,"LL Road Frame - Black, 60",170.1428,Black,60,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
258,FR-R38B-60,14,Components,Road Frames,"LL Road Frame - Black, 60",204.6251,Black,60,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
259,FR-R38B-62,14,Components,Road Frames,"LL Road Frame - Black, 62",176.1997,Black,62,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
260,FR-R38B-62,14,Components,Road Frames,"LL Road Frame - Black, 62",170.1428,Black,62,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
261,FR-R38B-62,14,Components,Road Frames,"LL Road Frame - Black, 62",204.6251,Black,62,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
262,FR-R38R-44,14,Components,Road Frames,"LL Road Frame - Red, 44",181.4857,Red,44,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
263,FR-R38R-44,14,Components,Road Frames,"LL Road Frame - Red, 44",187.1571,Red,44,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
264,FR-R38R-48,14,Components,Road Frames,"LL Road Frame - Red, 48",181.4857,Red,48,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
265,FR-R38R-48,14,Components,Road Frames,"LL Road Frame - Red, 48",187.1571,Red,48,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
266,FR-R38R-52,14,Components,Road Frames,"LL Road Frame - Red, 52",181.4857,Red,52,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
267,FR-R38R-52,14,Components,Road Frames,"LL Road Frame - Red, 52",187.1571,Red,52,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
268,FR-R38R-58,14,Components,Road Frames,"LL Road Frame - Red, 58",181.4857,Red,58,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
269,FR-R38R-58,14,Components,Road Frames,"LL Road Frame - Red, 58",187.1571,Red,58,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
270,FR-R38R-60,14,Components,Road Frames,"LL Road Frame - Red, 60",181.4857,Red,60,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
271,FR-R38R-60,14,Components,Road Frames,"LL Road Frame - Red, 60",187.1571,Red,60,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
272,FR-R38R-62,14,Components,Road Frames,"LL Road Frame - Red, 62",181.4857,Red,62,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
273,FR-R38R-62,14,Components,Road Frames,"LL Road Frame - Red, 62",187.1571,Red,62,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
274,FR-R72R-44,14,Components,Road Frames,"ML Road Frame - Red, 44",352.1394,Red,44,"R ","M ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2023-07-01 00:00:00.000,NULL
275,FR-R72R-48,14,Components,Road Frames,"ML Road Frame - Red, 48",352.1394,Red,48,"R ","M ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2023-07-01 00:00:00.000,NULL
276,FR-R72R-52,14,Components,Road Frames,"ML Road Frame - Red, 52",352.1394,Red,52,"R ","M ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2023-07-01 00:00:00.000,NULL
277,FR-R72R-58,14,Components,Road Frames,"ML Road Frame - Red, 58",352.1394,Red,58,"R ","M ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2023-07-01 00:00:00.000,NULL
278,FR-R72R-60,14,Components,Road Frames,"ML Road Frame - Red, 60",352.1394,Red,60,"R ","M ",ML Road Frame,"Made from the same aluminum alloy as our top-of-the line HL frame, the ML features a lightweight down-tube milled to the perfect diameter for optimal strength. Men's version.",2023-07-01 00:00:00.000,NULL
279,FR-R38B-44,14,Components,Road Frames,"LL Road Frame - Black, 44",176.1997,Black,44,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
280,FR-R38B-44,14,Components,Road Frames,"LL Road Frame - Black, 44",170.1428,Black,44,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
281,FR-R38B-44,14,Components,Road Frames,"LL Road Frame - Black, 44",204.6251,Black,44,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
282,FR-R38B-48,14,Components,Road Frames,"LL Road Frame - Black, 48",176.1997,Black,48,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
283,FR-R38B-48,14,Components,Road Frames,"LL Road Frame - Black, 48",170.1428,Black,48,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
284,FR-R38B-48,14,Components,Road Frames,"LL Road Frame - Black, 48",204.6251,Black,48,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
285,FR-R38B-52,14,Components,Road Frames,"LL Road Frame - Black, 52",176.1997,Black,52,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2023-07-01 00:00:00.000,NULL
286,FR-R38B-52,14,Components,Road Frames,"LL Road Frame - Black, 52",170.1428,Black,52,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2024-07-01 00:00:00.000,NULL
287,FR-R38B-52,14,Components,Road Frames,"LL Road Frame - Black, 52",204.6251,Black,52,"R ","L ",LL Road Frame,"The LL Frame provides a safe comfortable ride, while offering superior bump absorption in a value-priced aluminum frame.",2025-07-01 00:00:00.000,Current
288,FR-M94S-42,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",623.8403,Silver,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
289,FR-M94S-42,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",660.9142,Silver,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
290,FR-M94S-42,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 42",747.2002,Silver,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
291,FR-M94S-44,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 44",706.811,Silver,44,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
292,FR-M94S-52,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 48",706.811,Silver,48,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
293,FR-M94S-46,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",623.8403,Silver,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
294,FR-M94S-46,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",660.9142,Silver,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
295,FR-M94S-46,12,Components,Mountain Frames,"HL Mountain Frame - Silver, 46",747.2002,Silver,46,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
296,FR-M94B-42,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",617.0281,Black,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
297,FR-M94B-42,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",653.6971,Black,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2024-07-01 00:00:00.000,NULL
298,FR-M94B-42,12,Components,Mountain Frames,"HL Mountain Frame - Black, 42",739.041,Black,42,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2025-07-01 00:00:00.000,Current
299,FR-M94B-44,12,Components,Mountain Frames,"HL Mountain Frame - Black, 44",699.0928,Black,44,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
300,FR-M94B-48,12,Components,Mountain Frames,"HL Mountain Frame - Black, 48",699.0928,Black,48,"M ","H ",HL Mountain Frame,Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumps.,2023-07-01 00:00:00.000,NULL
